kanji,furigana,meaning,tags,guid,romaji
出来る,できる,to be able to (to accomplish),JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,vB~NGv+*>H,dekiru
出口,でぐち,an exit,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,sv__368x5>,deguchi
テスト,テスト,test,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Lhy<!{J6SG,tesuto
では,では,"then, well, so",JLPT JLPT_3 JLPT_5 JLPT_N5,NY{|SsdlKz,dewa
デパート,デパート,(abbr.) department store,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rd.b%pP~B0,depaato
でも,でも,"but, however",JLPT JLPT_3 JLPT_5 JLPT_N5,izQ~3T7Pp},demo
出る,でる,"to appear, to leave",JLPT JLPT_5 JLPT_N5,A23ctPX1n^,deru
テレビ,テレビ,"television, TV",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,pQXZQB+G|d,terebi
天気,てんき,weather,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,vm1l+4c[9,tenki
電気,でんき,"electricity, (electric) light",Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,HsW5jIb;SC,denki
電車,でんしゃ,electric train,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,e?+NxLTOv,densha
電話,でんわ,a telephone,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"Q,geq&8^pJ",denwa
戸,と,door (Japanese style),JLPT JLPT_5 JLPT_N5,o.K?EMap~;,to
～度,～ど,counter for occurrences; ~ degree; ~ point,JLPT JLPT_1 JLPT_5 JLPT_N5,K9|0UgYaJ_,~do
ドア,ドア,door (Western style),JLPT JLPT_5 JLPT_N5,l[rk}4@PVD,doa
トイレ,トイレ,bathroom; toilet,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,hv_ThfFsjj,toire
どう,どう,"how, in what way",JLPT JLPT_5 JLPT_N5,FZt/a?Mnu^,dou
どうして,どうして,"why, for what reason",Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s<(2V@f6ff,doushite
どうぞ,どうぞ,"please, kindly, by all means",JLPT JLPT_5 JLPT_N5,CXiSJodxs@,douzo
動物,どうぶつ,animal,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Q~mPY;2upw,doubutsu
どうも,どうも,Thank you; somehow; no matter how hard one may try,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,"Maz]_B`w,4",doumo
十 (counter),(〜を) とお,ten (~),Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,BjWdBTc)9!,too
遠い,とおい,"far (away), distant",Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,Jl9yYXnyJ<,tooi
十日,とおか,ten days; tenth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,g[CNT&GA2[,tooka
～時 (at time),～とき,at the time of ~,JLPT JLPT_3 JLPT_5 JLPT_N5,bGLp[lZC.;,~toki
時々,ときどき,sometimes,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s+W64X?THZ,tokidoki
時計,とけい,a watch; a clock,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,u/fL<ne:Cb,tokei
どこ,どこ,"where, what place",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,h_Fa6?Ps@9,doko
所,ところ,place,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,J`^6YmuA-0,tokoro
年,とし,"year, age",JLPT JLPT_3 JLPT_5 JLPT_N5,N=hcG9wG3;,toshi
図書館,としょかん,library,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mp0X0~7Y`^,toshokan
どちら,どちら,which (one) (way); where (polite),Genki Genki_Ln.10 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,pW(ud@AhIx,dochira
どっち,どっち,"which one, which way",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,"PxI,t`JQ.N",dotchi
とても,とても,"very (much), greatly, exceedingly",Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,t]2-1h#)V/,totemo
どなた,どなた,who,JLPT JLPT_5 JLPT_N5,Ll)TbcW$yb,donata
隣,となり,"next to, next door to",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,GigT2yQ[2E,tonari
どの,どの,which,JLPT JLPT_5 JLPT_N5,H+g1ci<Mvc,dono
飛ぶ,とぶ,"to fly, to hop",JLPT JLPT_5 JLPT_N5,wLF5gUV](>,tobu
止まる,とまる,to stop; to come to a halt,JLPT JLPT_5 JLPT_N5,Q+OrrzleWd,tomaru
友達,ともだち,friend,Genki Genki_Ln.1 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,E)w$/p&I#O,tomodachi
土曜日,どようび,Saturday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,Q%+.*M.E9m,doyoubi
鳥,とり,"chicken (lit., bird)",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,lc>;F##&%m,tori
鶏肉,とりにく,chicken meat,JLPT JLPT_5 JLPT_N5,dL<c9&FvJF,toriniku
取る,とる,to take (a class); to get (a grade),Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,bLpD3ABv2g,toru
撮る,とる,"to take (a photo), to make (a film)",JLPT JLPT_5 JLPT_N5,w7O/i=vkEI,toru
どれ,どれ,which one,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,icGG-;4x}M,dore
どんな,どんな,"what, what kind of",JLPT JLPT_3 JLPT_5 JLPT_N5,PZ~[>!hd8m,donna
ない,ない,"there isn't, doesn't have",JLPT JLPT_5 JLPT_N5,I08@<2+DPk,nai
ナイフ,ナイフ,knife,JLPT JLPT_5 JLPT_N5,domhg)5M&Q,naifu
中,なか,"inside, middle, among",JLPT JLPT_3 JLPT_5 JLPT_N5,rVjcK=lE15,naka
長い,ながい,"long, lengthy",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_2 JLPT_5 JLPT_N5,EHO`14{d-(,nagai
鳴く,なく,to make sound (animal),JLPT JLPT_5 JLPT_N5,"ivpv*G,Zm%",naku
無くす,なくす,to lose something,JLPT JLPT_3 JLPT_5 JLPT_N5,dteDI+R~`W,nakusu
なぜ,なぜ,why (same as どうして),Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,Cvs*YiG5BD,naze
夏,なつ,summer,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"P,[b8Eh|6R",natsu
夏休み,なつやすみ,summer vacation,JLPT JLPT_5 JLPT_N5,D=cA)b0@~(,natsuyasumi
～など,～など,et cetera,JLPT JLPT_3 JLPT_5 JLPT_N5,"e(]O3py,;2",~nado
七つ,ななつ,seven things,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,G25u:w`9Xu,nanatsu
何,なん; なに,what,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,g<hW@mElnM,nan; nani
七日,なのか,seven days; seventh day (of the month),Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,I|+G2AT>J],nanoka
名前,なまえ,name,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,e6o_CEx8)b,namae
習う,ならう,to learn,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iV+xor)WZT,narau
並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,nIHPO#>_}+,narabu
並べる,ならべる,to put (things) side by side; to line up,Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,n!B94UfoT6,naraberu
なる,なる,to become,Genki Genki_Ln.10 JLPT JLPT_3 JLPT_5 JLPT_N5,ukKTUxR2lk,naru
何～,なん～,what sort of ~,JLPT JLPT_5 JLPT_N5,C!@pB0L*^>,nan~
二,に,two,JLPT JLPT_5 JLPT_N5,uzD!:&B)8|,ni
にぎやか,にぎやか,"bustling, busy",JLPT JLPT_5 JLPT_N5,cIb<bg#^)L,nigiyaka
肉,にく,meat,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go(gh2eIxK,niku
西,にし,west,JLPT JLPT_5 JLPT_N5,D!YA^58RBg,nishi
～日,～にち,"~ day of the month, for ~ days",JLPT JLPT_5 JLPT_N5,DbJ@Azg05L,~nichi
日曜日,にちようび,Sunday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,XSi31p{-G,nichiyoubi
荷物,にもつ,luggage; baggage,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,MH72iI!<]q,nimotsu
ニュース,ニュース,news,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,"iHtE.]1*,&",nyuusu
庭,にわ,garden,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,f&>q3YTU?H,niwa
～人,～にん,counter for people,JLPT JLPT_5 JLPT_N5,FNnJ8yNPin,~nin
脱ぐ,ぬぐ,to take off (clothes),Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,cM_g)oAQIs,nugu
温い,ぬるい,lukewarm,JLPT JLPT_3 JLPT_5 JLPT_N5,"gfQAF/k(q,",nurui
ネクタイ,ネクタイ,"tie, necktie",Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,AQO{m&veen,nekutai
猫,ねこ,cat,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,x^.ijbc4Mz,neko
寝る,ねる,to sleep; to go to sleep; to go to bed,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,PAI>}YTMT!,neru
～年,～ねん,~ years,JLPT JLPT_5 JLPT_N5,"gYAXz}z6O,",~nen
ノート,ノート,notebook,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go~p$PSFcm,nooto
登る,のぼる,to climb,JLPT JLPT_3 JLPT_5 JLPT_N5,unM=ha?S3d,noboru
飲み物,のみもの,"drink, beverage",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,"k?X,84{EZ8",nomimono
飲む,のむ,to drink,JLPT JLPT_5 JLPT_N5,C;cf;f4#r6,nomu
乗る,のる,"to get on, to ride in, to board",JLPT JLPT_3 JLPT_5 JLPT_N5,J~ykS_Bo0m,noru
歯,は,tooth,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,J1;2F+tdr`,ha
パーティー,パーティー,a party,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O}o_r|!syk,paateii
はい,はい,yes,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,Q.;:Q&Nmh},hai
～杯,～はい,counter for cupfuls,JLPT JLPT_5 JLPT_N5,JTOz#Az0jW,~hai
灰皿,はいざら,ashtray,JLPT JLPT_5 JLPT_N5,mAdBNp<Jp$,haizara
入る,はいる,"to enter, to contain, to hold",JLPT JLPT_5 JLPT_N5,zZFQIc).TB,hairu
葉書,はがき,postcard,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,jer83m7P=.,hagaki
はく,はく,to put on (items below your waist),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,oRjJ`o{id),haku
箱,はこ,box,JLPT JLPT_5 JLPT_N5,D@BX&%Fydt,hako
橋,はし,bridge,JLPT JLPT_3 JLPT_5 JLPT_N5,gMcz>SvPjQ,hashi
箸,はし,chopsticks,Genki Genki_Ln.8 JLPT JLPT_3 JLPT_5 JLPT_N5,vlWz[4OAnE,hashi
始まる,はじまる,(something) begins,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,g7#i$_:K%6,hajimaru
初め; 始め,はじめ,"beginning, start",JLPT JLPT_3 JLPT_5 JLPT_N5,Po{k$4o=i},hajime
初めて,はじめて,for the first time,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,FM~Al0*F*3,hajimete
走る,はしる,to run,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,"B)($ycG+,c",hashiru
バス,バス,bus; bath; bass,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_1 JLPT_5 JLPT_N5,nF2zK|?mh~,basu
バター,バター,butter,JLPT JLPT_5 JLPT_N5,bep_D~c3Ed,bataa
二十歳,はたち,20 years old,JLPT JLPT_3 JLPT_5 JLPT_N5,"s,}HT(8Tzb",hatachi
働く,はたらく,to work,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,fCkP4x.Nco,hataraku
八,はち,eight,JLPT JLPT_5 JLPT_N5,maEI.lHT3>,hachi
二十日,はつか,"twenty days, twentieth (day of the month)",JLPT JLPT_5 JLPT_N5,mmn=3%}>}J,hatsuka
花,はな,flower,JLPT JLPT_5 JLPT_N5,js_smr~4Ak,hana
鼻,はな,nose,JLPT JLPT_5 JLPT_N5,"Ft8Z7qnLG,",hana
話,はなし,"talk (chat), story",Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A(<B}*ZSa_,hanashi
話す,はなす,to speak,JLPT JLPT_3 JLPT_5 JLPT_N5,d]>`2&`x#1,hanasu
母,はは,(my) mother,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,I?S_Xs1PT;,haha
早い,はやい,early,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,J6yYVxGFN*,hayai
速い,はやい,"fast, quick",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,pfU@DZ;h3^,hayai
春,はる,spring,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,mlEwn=b[H<,haru
貼る,はる,to post; to paste; to attach,Genki Genki_Ln.21 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,zI5j%aDV0.,haru
晴れ,はれ,clear (sunny) weather,Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,nBD2D7_?kw,hare
晴れる,はれる,to be sunny,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,ATM=j&::X;,hareru
半,はん,"half (e.g., にじはん | half-past two)",Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,s%lRHov]`n,han
晩,ばん,evening,JLPT JLPT_3 JLPT_5 JLPT_N5,hO?dVEN`5B,ban
～番,～ばん,~st; ~th best,JLPT JLPT_5 JLPT_N5,b/wgPDiVBg,~ban
パン,パン,bread,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,FI2Z[9I*9Q,pan
ハンカチ,ハンカチ,handkerchief,JLPT JLPT_5 JLPT_N5,yU4LCXkUnv,hankachi
番号,ばんごう,"number, series of digits",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,c^xE))av$-,bangou
晩御飯,ばんごはん,"dinner, evening meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,HihAr>C::*,bangohan
半分,はんぶん,half,JLPT JLPT_5 JLPT_N5,DN!/&cg9bL,hanbun
東,ひがし,east,JLPT JLPT_5 JLPT_N5,"pI3YEa2,3t",higashi
～匹,～ひき,counter for small animals,JLPT JLPT_5 JLPT_N5,ivmKu+!yZ},~hiki
引く,ひく,"to pull, to draw; subtract",JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,tVVM)ZI7wM,hiku
弾く,ひく,to play (a string instrument or piano),Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,HK}b0#P-HS,hiku
低い,ひくい,"short, low",JLPT JLPT_5 JLPT_N5,BBr{:lP!;x,hikui
飛行機,ひこうき,airplane,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,OUQ4o:]Va=,hikouki
左,ひだり,left hand side,JLPT JLPT_5 JLPT_N5,h_@t6d`1:*,hidari
人,ひと,"man, person",Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,ya&#4:D}>{,hito
一つ,ひとつ,one thing,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,lMwiFE;gTW,hitotsu
一月,ひとつき,one month,JLPT JLPT_5 JLPT_N5,JU.k{Nz*{h,hitotsuki
一人,ひとり,one person,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,rOUMQ8LZ5<,hitori
暇,ひま,"free time, leisure",JLPT JLPT_5 JLPT_N5,urDxNZnrq<,hima
百,ひゃく,hundred,JLPT JLPT_5 JLPT_N5,J;(UasY_=O,hyaku
病院,びょういん,hospital,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,<+#t;D=L-,byouin
病気,びょうき,illness; sickness,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ibs3I0!xB|,byouki
平仮名,ひらがな,hiragana,JLPT JLPT_5 JLPT_N5,k}y1F@5e8u,hiragana
昼,ひる,"noon, daytime",JLPT JLPT_5 JLPT_N5,i8$:v@D8x1,hiru
昼御飯,ひるごはん,"lunch, midday meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,JGK7M1P.PA,hirugohan
広い,ひろい,spacious; wide; broad,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,nThxsh#3~a,hiroi
フィルム,フィルム,film (roll of),JLPT JLPT_5 JLPT_N5,w#JO*~D@<H,firumu
封筒,ふうとう,envelope,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,JaXU6BSc-h,fuutou
プール,プール,swimming pool,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,J.!iKtAY)1,puuru
フォーク,フォーク,fork,JLPT JLPT_5 JLPT_N5,Q#>HBX67;#,fooku
吹く,ふく,"to blow (wind, etc.)",Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,mo@qiT7%d3,fuku
服,ふく,clothes,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,G;N&<jI3Ep,fuku
二つ,ふたつ,two things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,A@M*oG}Fjm,futatsu
豚肉,ぶたにく,pork,JLPT JLPT_5 JLPT_N5,N1fM*9;kPY,butaniku
二人,ふたり,two people,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,yRF#3ntAGH,futari
二日,ふつか,two days; second day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,dRYcz7jSL;,futsuka
太い,ふとい,"fat, thick",JLPT JLPT_5 JLPT_N5,LD`2@7dG9a,futoi
冬,ふゆ,winter,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,reZ;<Y^{LL,fuyu
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,q(<}4NV?U@,furu
古い,ふるい,"old (in reference to objects, not people), aged, ancient",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,gH<g@fkLje,furui
～分,～ふん,~ minutes,JLPT JLPT_5 JLPT_N5,chUnU+#xr],~fun
文章,ぶんしょう,"sentence, text",JLPT JLPT_5 JLPT_N5,F&}@z14/*V,bunshou
ページ,ページ,a page,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,jR*]a[JBx$,peeji
下手,へた,"unskillful, poor",JLPT JLPT_5 JLPT_N5,zx]n<UpO/Q,heta
ベッド,ベッド,bed,JLPT JLPT_5 JLPT_N5,mm(#F~5?W7,beddo
ペット,ペット,pet,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,Gm:f8t8t/V,petto
部屋,へや,a room,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,"cB,rGZ.;c.",heya
辺,へん,"area, vicinity",JLPT JLPT_5 JLPT_N5,"v^uJ@o,r7C",hen
ペン,ペン,pen,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PpbmxKp]%S,pen
勉強,べんきょう (する),study,JLPT JLPT_3 JLPT_5 JLPT_N5,P|N-mC4itp,benkyou (suru)
便利,べんり,"convenient, handy",JLPT JLPT_5 JLPT_N5,NSM1sxi#q3,benri
帽子,ぼうし,hat; cap,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,whud$h6Xsa,boushi
ボールペン,ボールペン,ball-point pen,JLPT JLPT_5 JLPT_N5,A1a57pRAi*,boorupen
外 (other),ほか,"other, the rest",JLPT JLPT_3 JLPT_5 JLPT_N5,q-Rsw+YG/*,hoka
ポケット,ポケット,pocket,JLPT JLPT_5 JLPT_N5,PrdL>hhb^[,poketto
欲しい,ほしい,"to want, in need of",JLPT JLPT_5 JLPT_N5,"IB/)D,[pe$",hoshii
ポスト,ポスト,"mailbox; post, position",JLPT JLPT_5 JLPT_N5,CSDW$^FNBN,posuto
細い,ほそい,"thin, slender, fine",JLPT JLPT_5 JLPT_N5,zm=f9J*i)W,hosoi
ボタン,ボタン,button,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b,botan
ホテル,ホテル,hotel,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`,hoteru
本,ほん,book,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX,hon
～本,～ほん,counter for long cylindrical things,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$,~hon
本棚,ほんだな,bookshelf,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9,hondana
本当,ほんとう,"real, true",JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E,hontou
～枚,～まい,counter for flat things,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m,~mai
毎朝,まいあさ,every morning,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+,maiasa
毎月,まいげつ; まいつき,"every month, monthly",JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj,maigetsu; maitsuki
毎週,まいしゅう,every week,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G,maishuu
毎日,まいにち,every day,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1",mainichi
毎年,まいねん; まいとし,"every year, yearly, annually",JLPT JLPT_5 JLPT_N5,cLTCt({=p{,mainen; maitoshi
毎晩,まいばん,every night,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be,maiban
前,まえ,"before, in front",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O,mae
～前,～まえ,in front of ~,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<,~mae
曲る,まがる,"to turn, to bend",JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n,magaru
まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)",Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF,mazui
また,また,and; furthermore,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2,mata
まだ,まだ,"yet, still, besides",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC,mada
町,まち,town; city,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ,machi
待つ,まつ,to wait,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$,matsu
まっすぐ,まっすぐ,"straight (ahead), direct",JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN,massugu
マッチ,マッチ,match,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l,matchi
窓,まど,window,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq,mado
丸い; 円い,まるい,"round, circular",JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~,marui
万,まん,ten thousand,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df,man
万年筆,まんねんひつ,fountain pen,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I,mannenhitsu
磨く,みがく,to brush (teeth); to polish,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-,migaku
右,みぎ,right hand side,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6,migi
短い,みじかい,short (length),Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>,mijikai
水,みず,water,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe,mizu
店,みせ,"store, shop",Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ,mise
見せる,みせる,"to show, to display",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:,miseru
道,みち,"road, street; way, directions",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L,michi
三日,みっか,"three days, third day of the month",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>",mikka
三つ,みっつ,three things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ,mittsu
緑,みどり,green,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-,midori
皆さん,みなさん,"all of you, everyone",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/,minasan
南,みなみ,South,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_,minami
耳,みみ,ear,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo,mimi
見る,みる,"to see, to look",JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--,miru
みんな,みんな,"all, everyone, everybody",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E),minna
六日,むいか,six days; sixth day of month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY,muika
向こう,むこう,"beyond, over there",JLPT JLPT_5 JLPT_N5,mQG@k1[%|C,mukou
難しい,むずかしい,difficult,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y,muzukashii
六つ,むっつ,six things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)",muttsu
